"","GEOID","Year","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10"
"1164","5308700","2009","1067","2047 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1165","5308700","2006","1083","4345 E Salishan Blvd","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1166","5308700","2009","1095","2013 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1167","5308700","2009","1106","4116 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1168","5308700","2008","1124","4428 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1169","5308700","2009","1125","2004 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1170","5308700","2006","1130","1818 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1171","5308700","2009","1132","2005 E 44th St","Tacoma","WA","98404","PUB",4,"250","53","08700","Tacoma Public Schools"
"1172","5308700","2009","1144","4136 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1173","5308700","2005","1150","3908 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1174","5308700","2009","1161","4209 Everett St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1175","5308700","2005","1172","4102 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1176","5308700","2005","1178","1706 E 41st St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1177","5308700","2005","1181","1717 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1178","5308700","2006","1184","4340 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1179","5308700","2006","1198","4334 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1180","5308700","2008","1206","4457 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1181","5308700","2008","1207","4470 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1182","5308700","2006","1210","1714 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1183","5308700","2006","1218","4215 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1184","5308700","2009","1224","4144 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1185","5308700","2008","1226","4438 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1186","5308700","2006","1231","1720 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1187","5308700","2006","1237","4314 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1188","5308700","2006","1241","4308 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1189","5308970","2001","54","819 GUYETTE LN","TOPPENISH","WA","98948","LIHTC",20,"258","53","08970","Toppenish School District"
"1190","5308970","2010","407","101 WANITY PARK DR","TOPPENISH","WA","98948","LIHTC",25,"258","53","08970","Toppenish School District"
"1191","5308970","2011","412","101 WANITY PARK DR","TOPPENISH","WA","98948","LIHTC",29,"258","53","08970","Toppenish School District"
"1192","5308970","2007","483","606 S JUNIPER ST","TOPPENISH","WA","98948","LIHTC",50,"258","53","08970","Toppenish School District"
"1193","5308130","2002","21","14200 37TH AVE S","TUKWILA","WA","98168","LIHTC",51,"262","53","08130","Tukwila School District"
"1194","5309270","2002","40","9501 NE HAZEL DELL AVE","VANCOUVER","WA","98665","LIHTC",57,"267","53","09270","Vancouver Public Schools"
"1195","5309270","2001","59","2011 BRANDT RD","VANCOUVER","WA","98661","LIHTC",103,"267","53","09270","Vancouver Public Schools"
"1196","5309270","2004","100","555 W EIGHTH ST","VANCOUVER","WA","98660","LIHTC",160,"267","53","09270","Vancouver Public Schools"
"1197","5309270","2004","102","4710 PLOMONDON ST","VANCOUVER","WA","98661","LIHTC",131,"267","53","09270","Vancouver Public Schools"
"1198","5309270","2008","106","1900 W 34TH ST","VANCOUVER","WA","98660","LIHTC",40,"267","53","09270","Vancouver Public Schools"
"1199","5309270","2011","117","2155 W FIRESTONE LN","VANCOUVER","WA","98660","LIHTC",48,"267","53","09270","Vancouver Public Schools"
"1200","5309270","2013","209","4719 NE 72ND AVE","VANCOUVER","WA","98661","LIHTC",102,"267","53","09270","Vancouver Public Schools"
"1201","5309270","2002","240","4305 NE 66TH AVE","VANCOUVER","WA","98661","LIHTC",287,"267","53","09270","Vancouver Public Schools"
"1202","5309270","2003","268","10405 NE NINTH AVE","VANCOUVER","WA","98685","LIHTC",120,"267","53","09270","Vancouver Public Schools"
"1203","5309270","2004","272","621 BROADWAY ST","VANCOUVER","WA","98660","LIHTC",46,"267","53","09270","Vancouver Public Schools"
"1204","5309270","2012","421","1405 ESTHER ST","VANCOUVER","WA","98660","LIHTC",76,"267","53","09270","Vancouver Public Schools"
"1205","5309270","2003","434","127 W 25TH ST","VANCOUVER","WA","98660","LIHTC",58,"267","53","09270","Vancouver Public Schools"
"1206","5309270","2007","446","8105 NE FOURTH PLAIN BLVD","VANCOUVER","WA","98662","LIHTC",25,"267","53","09270","Vancouver Public Schools"
"1207","5309270","2014","491","10101 NE NOTCHLOG DR","VANCOUVER","WA","98685","LIHTC",260,"267","53","09270","Vancouver Public Schools"
"1208","5309270","2003","496","9001 NE 54TH ST","VANCOUVER","WA","98662","LIHTC",154,"267","53","09270","Vancouver Public Schools"
"1209","5309270","2004","508","1919 W 34TH ST","VANCOUVER","WA","98660","LIHTC",162,"267","53","09270","Vancouver Public Schools"
"1210","5309300","2007","457","17905 97TH PL SW","VASHON","WA","98070","LIHTC",25,"268","53","09300","Vashon Island School District"
"1211","5309360","2004","396","55 SECOND ST","MATTAWA","WA","99349","LIHTC",44,"270","53","09360","Wahluke School District"
"1212","5309450","2009","94","343 CATHERINE ST","WALLA WALLA","WA","99362","LIHTC",34,"272","53","09450","Walla Walla School District"
"1213","5309450","2005","304","817 N MAIN ST","WALLA WALLA","WA","99362","LIHTC",49,"272","53","09450","Walla Walla School District"
"1214","5309450","2005","514","1423 DRUMHELLER ST","WALLA WALLA","WA","99362","LIHTC",25,"272","53","09450","Walla Walla School District"
"1215","5309450","2014","536","204 N SPOKANE ST","WALLA WALLA","WA","99362","LIHTC",43,"272","53","09450","Walla Walla School District"
"1216","5309480","2005","140","109 ADAMS VIEW DR","WAPATO","WA","98951","LIHTC",25,"273","53","09480","Wapato School District"
"1217","5309480","2007","281","4 MARTY S DR","WAPATO","WA","98951","LIHTC",25,"273","53","09480","Wapato School District"
"1218","5309480","2009","393","1000 KATERI LN","WAPATO","WA","98951","LIHTC",51,"273","53","09480","Wapato School District"
"1219","5309510","2004","182","912 S CNTY RD","WARDEN","WA","98857","LIHTC",30,"274","53","09510","Warden School District"
"1220","5309540","2000","34","535 C ST","WASHOUGAL","WA","98671","LIHTC",62,"275","53","09540","Washougal School District"
"1221","5309540","2008","382","225 EIGHTH ST","WASHOUGAL","WA","98671","LIHTC",28,"275","53","09540","Washougal School District"
"1222","5309660","2001","84","300 OKANOGAN AVE","WENATCHEE","WA","98801","LIHTC",26,"279","53","09660","Wenatchee School District"
"1223","5309660","2003","251","1325 MAPLE ST","WENATCHEE","WA","98801","LIHTC",50,"279","53","09660","Wenatchee School District"
"1224","5309660","2007","466","1511 S MISSION ST","WENATCHEE","WA","98801","LIHTC",26,"279","53","09660","Wenatchee School District"
"1225","5309930","2013","207","207 E WALNUT ST","WINLOCK","WA","98596","LIHTC",54,"288","53","09930","Winlock School District"
"1226","5310050","2004","183","125 S PEKIN RD","WOODLAND","WA","98674","LIHTC",50,"291","53","10050","Woodland School District"
"1227","5310050","2005","416","120 HILLSHIRE DR","WOODLAND","WA","98674","LIHTC",51,"291","53","10050","Woodland School District"
"1228","5310050","2014","490","1313 GLENWOOD ST","WOODLAND","WA","98674","LIHTC",38,"291","53","10050","Woodland School District"
"1229","5310050","2006","521","139 S PEKIN RD","WOODLAND","WA","98674","LIHTC",25,"291","53","10050","Woodland School District"
"1230","5310110","2001","58","310 E YAKIMA AVE","YAKIMA","WA","98901","LIHTC",51,"292","53","10110","Yakima School District"
"1231","5310110","2013","137","1604 E BEECH ST","YAKIMA","WA","98901","LIHTC",70,"292","53","10110","Yakima School District"
"1232","5310110","2014","193","1004 S THIRD AVE","YAKIMA","WA","98902","LIHTC",64,"292","53","10110","Yakima School District"
"1233","5310110","2006","329","209 S FAIR AVE","YAKIMA","WA","98901","LIHTC",26,"292","53","10110","Yakima School District"
"1234","5310110","2006","331","821 E D ST","YAKIMA","WA","98901","LIHTC",26,"292","53","10110","Yakima School District"
"1235","5310110","2010","403","1121 E VIOLA AVE","YAKIMA","WA","98901","LIHTC",26,"292","53","10110","Yakima School District"
"1236","5310110","2010","404","1112 E SPRUCE ST","YAKIMA","WA","98901","LIHTC",26,"292","53","10110","Yakima School District"
"1237","5310110","2011","410","1121 E VIOLA AVE","YAKIMA","WA","98901","LIHTC",52,"292","53","10110","Yakima School District"
"1238","5310110","2012","424","1302 E SPRUCE ST","YAKIMA","WA","98901","LIHTC",36,"292","53","10110","Yakima School District"
"1239","5310110","2012","425","1402 E BEECH ST","YAKIMA","WA","98901","LIHTC",60,"292","53","10110","Yakima School District"
"1240","5310110","2007","482","2900 POWERHOUSE RD","YAKIMA","WA","98902","LIHTC",26,"292","53","10110","Yakima School District"
"1241","5310110","2014","502","1212 S NINTH ST","YAKIMA","WA","98901","LIHTC",150,"292","53","10110","Yakima School District"
"1242","5310140","2002","24","205 MOUNTAIN VIEW RD SE","YELM","WA","98597","LIHTC",31,"293","53","10140","Yelm Community Schools"
"1243","5310140","2012","366","10720 VANCIL RD SE","YELM","WA","98597","LIHTC",40,"293","53","10140","Yelm Community Schools"
